ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt0318642,Saadu,1994.0,,6.6,19.0,Musical            ,tamil
tt0302410,Chivaraku Migiledi,1960.0,111.0,7.9,20.0,,telugu
tt8275366,America Boys,2018.0,,8.3,15.0,"Comedy, Drama            ",nepali
tt0107249,Jaagruti,1993.0,134.0,3.2,440.0,"Action, Drama            ",hindi
tt1667460,10ml LOVE,2010.0,87.0,6.3,161.0,"Comedy, Drama, Romance            ",hindi
tt6015822,Siddhartha,2016.0,124.0,5.3,51.0,Drama            ,telugu
tt0810985,Neranja Manasu,2004.0,150.0,2.9,49.0,"Action, Drama            ",tamil
tt0255113,Dheem Tharikida Thom,1986.0,139.0,6.5,62.0,"Comedy, Romance            ",malayalam
tt8619956,Kidu,2018.0,124.0,6.7,733.0,"Action, Drama, Romance            ",malayalam
tt1079967,Hastey Hastey Follow Your Heart,2008.0,120.0,1.9,134.0,"Comedy, Drama            ",hindi
tt0273935,Paalooti Valartha Kili,1976.0,,4.6,5.0,,tamil
tt4415316,Touring Talkies,2015.0,136.0,2.9,28.0,"Drama, Romance            ",tamil
tt0353150,Aarupushpangal,1977.0,,5.2,13.0,,tamil
tt0235615,Neengal Kettavai,1984.0,125.0,6.0,39.0,"Crime, Drama, Music            ",tamil
tt5542460,Mapla Singam,2016.0,131.0,4.9,99.0,"Comedy, Romance            ",tamil
tt0135399,Do Ustad,1959.0,139.0,7.1,69.0,"Action, Crime, Drama            ",gujarati
tt5472572,Arranged Marriage,,80.0,8.1,21.0,"Comedy, Romance            ",oriya
tt0972762,Anchil Oral Arjunan,2007.0,,3.1,41.0,"Comedy, Drama            ",malayalam
tt0096477,Yateem,1988.0,173.0,6.2,195.0,"Action, Drama            ",hindi
tt0049243,Funtoosh,1956.0,,7.3,74.0,"Comedy, Drama            ",hindi
tt8758188,Manasichi Choodu,1999.0,151.0,8.4,5.0,Drama            ,telugu
tt0247322,Ethirparadathu,1954.0,182.0,5.4,8.0,Drama            ,tamil
tt0115484,Agni Sakshi,1996.0,142.0,6.1,672.0,"Drama, Musical, Romance            ",hindi
tt12685978,Astittwa,2019.0,145.0,8.3,7.0,Drama            ,assamese
tt0178192,Aap Aye Bahaar Ayee,1971.0,119.0,6.6,79.0,"Comedy, Drama, Romance            ",hindi
tt1020978,Naqaab,2007.0,115.0,5.3,1365.0,"Crime, Drama, Romance            ",hindi
tt10087134,Jack & Daniel,2019.0,156.0,4.5,492.0,"Action, Thriller            ",malayalam
tt0292161,Oppam Oppathinoppam,1986.0,83.0,6.5,14.0,"Action, Drama            ",malayalam
tt0215023,Padayottam,1982.0,,7.0,129.0,"Action, Drama, Thriller            ",malayalam
tt0267846,Prema & Co.,1994.0,,5.8,6.0,"Comedy, Drama            ",telugu
tt5291040,Aamra,2006.0,,6.0,25.0,Comedy            ,bengali
tt4173938,Pakistan's Hidden Shame,2014.0,47.0,7.6,107.0,Documentary            ,urdu
tt0246407,Aapli Manse,1979.0,,6.8,5.0,,marathi
tt11924474,Rugged,2019.0,126.0,6.3,9.0,Drama            ,kannada
tt4417102,Njangalude Veettile Athidhikal,2014.0,131.0,3.8,37.0,Drama            ,malayalam
tt0482827,Sangdil,1968.0,,2.8,21.0,,urdu
tt1332534,Jana Nayaka,1988.0,,7.3,9.0,,kannada
tt1414533,Manasiddare Marga,1967.0,,8.4,7.0,,kannada
tt0112876,Diya Aur Toofan,1995.0,,4.3,51.0,"Action, Drama, Thriller            ",hindi
tt14045100,Magic,2021.0,,7.0,31.0,Action            ,bengali
tt0357717,Haar Jeet,1972.0,,5.1,11.0,Drama            ,hindi
tt6221254,Passport,2016.0,120.0,6.2,149.0,"Comedy, Drama            ",gujarati
tt1784552,Nandalala,2010.0,127.0,7.4,513.0,Drama            ,tamil
tt0280627,Eera Vizhi Kaaviyangal,1982.0,,5.8,5.0,,tamil
tt4445964,Sagaptham,2015.0,155.0,3.2,67.0,"Action, Comedy, Drama            ",tamil
tt4959148,Dhum,2003.0,,3.9,33.0,Action            ,tamil
tt1575576,Jayam Manadera,2000.0,151.0,6.3,233.0,"Action, Drama, Romance            ",telugu
tt2042608,Nee,1966.0,,6.1,9.0,Mystery            ,tamil
tt0379252,Dhat Tere... Ki,1983.0,,6.2,12.0,Comedy            ,hindi
tt0307873,Raaz,2002.0,151.0,6.5,3009.0,"Drama, Horror, Musical            ",hindi
tt12871204, Churails,,,8.0,44.0,"Drama, Mystery, Thriller            ",urdu
tt12404852,Mamakiki,2020.0,97.0,6.2,29.0,Comedy            ,tamil
tt3289576,Waadey,,4.0,9.2,5.0,"Animation, Short, Music            ",oriya
tt0488798,Welcome,,159.0,6.9,18909.0,"Comedy, Romance            ",hindi
tt1261047,Gulaal,2009.0,140.0,8.1,14070.0,"Crime, Drama, Thriller            ",hindi
tt0813540,Naksha,2006.0,128.0,3.3,1055.0,"Action, Adventure, Fantasy            ",hindi
tt1207914,Aina,1966.0,,3.2,24.0,Musical            ,urdu
tt0320338,Raja Kaiye Vacha,1990.0,141.0,5.8,30.0,,tamil
tt0477253,Aashiq Banaya Aapne: Love Takes Over,2005.0,115.0,4.3,1550.0,"Drama, Romance, Thriller            ",hindi
tt0400234,Black Friday,2004.0,143.0,8.5,19134.0,"Action, Crime, Drama            ",hindi
tt0332699,Mondo Meyer Upakhyan,2002.0,90.0,6.6,242.0,Drama            ,bengali
tt0178171,Aakhri Baazi,1989.0,149.0,4.2,51.0,"Action, Drama, Family            ",hindi
tt1653247,Pakeeza,1968.0,,6.5,93.0,,oriya
tt8453246,Jhakaas!,2018.0,56.0,6.1,11.0,"Comedy, Drama            ",hindi
tt1411915,Oor Kavalan,1987.0,180.0,6.6,60.0,Drama            ,tamil
tt0245944,Hitler,1997.0,152.0,6.4,308.0,"Action, Drama            ",telugu
tt0260286,Police Mattu Dada,1991.0,155.0,7.6,7.0,,kannada
tt3945864,Yalghaar,2017.0,158.0,7.2,984.0,"Action, Romance, War            ",urdu
tt10056510,Dharma Prabhu,2019.0,147.0,4.7,167.0,"Drama, Fantasy            ",tamil
tt1590129,Natarang,2010.0,127.0,8.4,1753.0,Drama            ,marathi
tt0263994,Sri Krishna Thulabharam,,187.0,8.5,37.0,"Drama, Musical            ",telugu
tt6774538,Durga Sohay,2017.0,101.0,6.6,261.0,"Drama, Family            ",bengali
tt0173189,Shanti Kranti,1991.0,142.0,6.9,99.0,"Action, Musical, Romance            ",kannada
tt0325447,Garam Coat,1955.0,129.0,7.4,14.0,Drama            ,hindi
tt2699290,Jabardasth,2013.0,153.0,4.0,157.0,Comedy            ,telugu
tt0253514,Purana Mandir,1984.0,144.0,6.3,486.0,"Comedy, Drama, Horror            ",hindi
tt1825665,Bach ke Zara,2008.0,99.0,2.7,70.0,"Comedy, Horror, Musical            ",hindi
tt5157072,Chyanti,2016.0,15.0,8.4,10.0,"Short, Drama, Family            ",nepali
tt0357340,www.Anukutumbam.com,2002.0,112.0,3.3,29.0,"Comedy, Drama            ",malayalam
tt0482243,Poochho Mere Dil Se,2004.0,132.0,5.0,9.0,"Action, Drama            ",hindi
tt0151917,Pathey Holo Deri,1957.0,125.0,7.8,99.0,"Drama, Romance            ",bengali
tt0977659,Naan Aval Adhu,2008.0,,5.1,19.0,"Romance, Thriller            ",tamil
tt14209306,Avwanchhit,2021.0,118.0,9.4,13.0,Drama            ,marathi
tt0178188,Aangan Ki Kali,1979.0,,5.6,5.0,"Drama, Family            ",hindi
tt2393296,Karma,,65.0,6.5,139.0,"Crime, Mystery, Thriller            ",tamil
tt5955818,Chankhe Shankhe Pankhe,2015.0,,8.2,8.0,Comedy            ,nepali
tt0379478,Sansar,1951.0,,7.0,6.0,"Drama, Family            ",hindi
tt2739856,Pyar Ka Saudagar,1991.0,136.0,4.9,7.0,Romance            ,hindi
tt4745664,Palki,2016.0,,7.5,6.0,Drama            ,hindi
tt0482999,Husn Ke Lootere,2001.0,,4.4,5.0,Action            ,hindi
tt4260644,Inthi Ninna Preethiya,2008.0,,8.3,75.0,Family            ,kannada
tt6487370,9 O' Clock,2017.0,124.0,5.3,9.0,Action            ,hindi
tt4302956,Kis Kisko Pyaar Karoon,2015.0,133.0,5.7,5640.0,"Comedy, Romance            ",hindi
tt4387040,Airlift,2016.0,130.0,8.0,53259.0,"Drama, History            ",hindi
tt0236965,Aksharam,1995.0,,5.2,34.0,"Action, Crime, Drama            ",malayalam
tt3086074,Loosegalu,2013.0,,7.1,8.0,,kannada
tt0493897,Sona Chandi,1983.0,45.0,6.1,51.0,"Comedy, Drama            ",punjabi
tt6536568,Super Bheem Fire and Ice,2016.0,,5.8,5.0,Animation            ,hindi
tt0096140,Soorma Bhopali,1988.0,153.0,5.7,59.0,Comedy            ,hindi
tt4497850,Agora: Apo ti dimokratia stis agores,2014.0,120.0,8.3,197.0,"Documentary, News            ",urdu
tt4435282,Yagavarayinum Naa Kakka,2015.0,151.0,6.6,490.0,Thriller            ,tamil
tt1008938,Nagardola,1978.0,,6.8,5.0,Drama            ,bengali
tt1692184,Begunaah,1991.0,,5.6,16.0,"Action, Crime, Drama            ",hindi
tt0043908,Pathala Bhairavi,1951.0,192.0,8.4,640.0,"Action, Adventure, Family            ",telugu
tt0248547,Tholi Prema,1998.0,146.0,8.2,3530.0,"Drama, Romance            ",telugu
tt3111680,Pullipulikalum Aattinkuttiyum,2013.0,,5.4,295.0,Comedy            ,malayalam
tt10751548,Mudda 370 J&K,2019.0,132.0,8.7,690.0,"Action, Drama            ",hindi
tt6856538,Biler Diary,2017.0,146.0,8.3,22.0,"Action, Adventure, Drama            ",bengali
tt2249388,Kasi,2001.0,138.0,7.0,194.0,Drama            ,tamil
tt7714938,335139 The Untold Story,2017.0,,6.9,15.0,"Short, Biography            ",oriya
tt0398360,Teenmoti,1995.0,,5.3,10.0,Action            ,hindi
tt0259293,En Thangai Kalyani,1988.0,,5.6,23.0,Drama            ,tamil
tt4539186,Yaarana,2015.0,124.0,3.8,6.0,Sport            ,punjabi
tt0155492,Andala Ramudu,1973.0,170.0,8.0,24.0,Drama            ,telugu
tt3595298,Prem Ratan Dhan Payo,2015.0,164.0,4.4,17724.0,"Action, Drama, Musical            ",tamil
tt6897032,Aadha Love,2017.0,,7.3,6.0,"Adventure, Drama            ",nepali
tt9082142,Suryansh,2018.0,137.0,7.0,24.0,Action            ,gujarati
tt0261300,Shubha Bol Narya,1990.0,129.0,7.3,19.0,Comedy            ,marathi
tt1217634,Innathe Chinthavishayam,2008.0,,5.1,325.0,"Drama, Romance            ",malayalam
tt0437058,Aaj Ka Ravan,2000.0,128.0,4.4,29.0,"Action, Crime            ",hindi
tt4900716,Kapoor & Sons,2016.0,132.0,7.7,23680.0,"Comedy, Drama, Family            ",hindi
tt10452806,Atanker Choya,2019.0,99.0,4.6,7.0,"Adventure, Fantasy, Horror            ",bengali
tt1174041,Me and Mrs. Khanna,2009.0,109.0,3.5,2715.0,"Comedy, Drama, Romance            ",hindi
tt9155938,Rubaru Ishq Tha,,,7.2,6.0,"Drama, Romance            ",oriya
tt0230016,Babu Mon,1975.0,,6.9,8.0,,malayalam
tt0154922,Naa Desam,1982.0,133.0,6.8,10.0,Drama            ,telugu
tt0333051,Aavesham,1979.0,,7.5,11.0,"Action, Crime, Thriller            ",malayalam
tt0319806,Manamagale Vaa,1988.0,134.0,4.8,6.0,,tamil
tt10251580,Aayiram Pookkal Malarattum,1986.0,,4.0,5.0,Family            ,tamil
tt0040067,Aag,1948.0,138.0,7.4,355.0,"Musical, Romance            ",hindi
tt0796808,Aaag Hi Aag,1999.0,,4.8,26.0,Action            ,hindi
tt0271138,Ramgarh Ke Sholay,1991.0,123.0,4.7,57.0,"Action, Comedy, Crime            ",hindi
tt8073108,Napoleon,2017.0,119.0,6.9,116.0,"Drama, Mystery            ",telugu
tt0139583,Sanam,1951.0,,6.7,17.0,"Comedy, Drama, Romance            ",hindi
tt3974914,Phir Tauba Tauba,2008.0,109.0,2.7,9.0,Romance            ,hindi
tt8359858,Racket,2018.0,122.0,7.3,17.0,Drama            ,hindi
tt0275269,Commander,1990.0,100.0,6.0,7.0,,malayalam
tt1441312,Kundukkili,1954.0,104.0,7.6,17.0,Drama            ,tamil
tt2704972,Niloye Jokhon,2012.0,51.0,7.1,11.0,Drama            ,bengali
tt8202710,Best College Days (2010),2010.0,,5.3,18.0,Thriller            ,malayalam
tt0291876,Druvasangamam,1981.0,135.0,7.2,20.0,Drama            ,malayalam
tt1606247,Idhi Sangathi,2008.0,128.0,4.6,33.0,,telugu
tt4386684,31st October,2015.0,109.0,5.9,236.0,"Action, Drama, History            ",hindi
tt0327028,Majunu,2001.0,172.0,5.3,116.0,"Action, Drama, Romance            ",tamil
tt9777820,Urfi,2015.0,,5.9,12.0,"Romance, Thriller            ",marathi
tt1327035,Dev.D,2009.0,144.0,8.0,28998.0,"Drama, Romance            ",hindi
tt0154236,Black Cat,1959.0,154.0,6.7,25.0,"Action, Thriller, Mystery            ",hindi
tt8016552,Byomkesh O Agnibaan,2017.0,,7.5,89.0,Thriller            ,bengali
tt0165625,Through the Eyelashes,1978.0,135.0,7.1,372.0,"Drama, Family, Romance            ",hindi
tt0363563,Devata,1978.0,148.0,7.1,50.0,"Drama, Family            ",hindi
tt2554042,Maazii,2013.0,123.0,5.9,89.0,"Crime, Drama, Thriller            ",hindi
tt0155010,Periyar,1973.0,,7.1,8.0,,malayalam
tt0158585,Dharmputra,1961.0,150.0,7.3,86.0,Drama            ,hindi
tt3319248,A Film by Aravind,2005.0,150.0,7.0,175.0,"Horror, Mystery            ",telugu
tt0415943,Nothing But Life,2004.0,120.0,7.2,27.0,"Comedy, Drama            ",malayalam
tt0081147,Meera,1979.0,155.0,6.8,107.0,"Drama, History            ",hindi
tt2821880,Rangeelay,2013.0,129.0,4.9,174.0,"Action, Comedy, Drama            ",punjabi
tt13920640,Ormakal Uppilittathu,2021.0,13.0,8.2,8.0,"Short, Romance, Thriller            ",malayalam
tt5611416,Pa.Va,2016.0,122.0,5.4,72.0,"Comedy, Fantasy            ",malayalam
tt3684370,Disco Singh,2014.0,141.0,5.8,551.0,Comedy            ,punjabi
tt0077797,Khatta Meetha,1978.0,128.0,7.5,847.0,"Comedy, Drama            ",hindi
tt0262262,Bangaru Kutumbam,1994.0,,7.8,30.0,Drama            ,telugu
tt9001602,Kan Simmittum Neram,1988.0,140.0,5.3,6.0,Drama            ,tamil
tt12503708,A (Ad Infinitum),2021.0,153.0,7.3,977.0,"Family, Thriller            ",telugu
tt0373814,Ek Shola,1956.0,,4.4,9.0,"Comedy, Drama, Romance            ",punjabi
tt0211945,Beqarar,1950.0,,6.2,5.0,Musical            ,urdu
tt0293304,Kairee,1999.0,93.0,5.5,103.0,Drama            ,marathi
tt6358168,Sandhippoma,1998.0,136.0,6.7,121.0,"Drama, Romance            ",telugu
tt0233604,Door Ka Raahi,1971.0,138.0,7.7,46.0,Drama            ,hindi
tt1414369,Pakal Nakshatrangal,2008.0,120.0,7.0,197.0,Drama            ,malayalam
tt0353592,Kaatttile Thadi Thevarude Ana,1995.0,,4.6,23.0,"Action, Comedy, Drama            ",malayalam
tt6997642,Ribbon,2017.0,106.0,6.9,589.0,"Drama, Family            ",hindi
tt4943992,Manto,2015.0,127.0,8.5,1128.0,"Biography, Drama            ",urdu
tt1159914,Baksha Rahasya,1996.0,197.0,7.2,479.0,"Adventure, Mystery, Thriller            ",bengali
tt0245959,I Love You,1979.0,,5.5,26.0,"Drama, Romance            ",malayalam
tt1649303,Darling,,151.0,7.3,2657.0,"Comedy, Drama, Romance            ",telugu
tt0420765,Marine Drive,1955.0,132.0,6.4,16.0,"Action, Crime, Drama            ",hindi
tt1708483,Irumbukkottai Murattu Singam,2010.0,143.0,5.7,283.0,Drama            ,tamil
tt1734105,Makkan,2011.0,,7.0,6.0,Action            ,tamil
tt5159408,Nibunan,2017.0,127.0,6.6,873.0,"Action, Crime, Thriller            ",tamil
tt0246187,Rakta Bandham,1980.0,,6.0,9.0,,telugu
tt1593740,Matribhumi,1997.0,,5.5,8.0,Drama            ,bengali
tt14071150,Flight,,116.0,7.9,465.0,"Action, Thriller            ",hindi
tt5925772,CIA: Comrade in America,2017.0,134.0,6.5,2622.0,"Action, Adventure, Drama            ",malayalam
tt12845296,The Hidden Strike,2020.0,100.0,3.5,41.0,War            ,hindi
tt12627728,Transition,2020.0,75.0,9.2,88.0,Drama            ,malayalam
tt0359457,Imaandaar,1987.0,152.0,5.4,61.0,"Action, Crime, Drama            ",hindi
tt5543690,Game,,125.0,5.7,145.0,"Action, Mystery, Thriller            ",kannada
tt0156390,Chandrashekhar,1947.0,,5.4,17.0,Drama            ,bengali
tt13485172,Gaali Sampath,2021.0,130.0,7.4,1515.0,Drama            ,telugu
tt0423514,Waterborne,2005.0,80.0,5.5,733.0,Drama            ,punjabi
tt2961236,Shunyo Awnko: Act Zero,2013.0,127.0,6.3,103.0,Drama            ,bengali
tt12189502,Indra,2008.0,140.0,5.9,9.0,Action            ,kannada
tt0274019,Pyaar Diwana Hota Hai,2002.0,148.0,3.9,329.0,"Comedy, Drama, Romance            ",hindi
tt0095872,Piravi,1989.0,110.0,7.7,237.0,Drama            ,malayalam
tt8188610,F2: Fun and Frustration,2019.0,148.0,6.2,2135.0,Comedy            ,telugu
tt0353234,Bhagyavan,1993.0,,6.4,48.0,"Comedy, Drama            ",malayalam
tt0079263,Hamare Tumhare,1979.0,,6.7,42.0,Family            ,hindi
tt1027800,Angoor,2005.0,106.0,6.2,52.0,Drama            ,hindi
tt4075164,Pesarattu,2015.0,100.0,3.0,25.0,"Comedy, Family            ",telugu
tt0359170,Do Waqt Ki Roti,1988.0,110.0,6.6,23.0,Action            ,hindi
tt0275643,Sabarimala Sri Ayyappan,1990.0,137.0,8.3,6.0,,malayalam
tt0354057,Sthalathe Pradhana Payyans,1993.0,148.0,6.0,81.0,"Action, Crime, Thriller            ",malayalam
tt3005920,5 Sundarikal,2013.0,140.0,6.8,1021.0,"Drama, Romance            ",malayalam
tt0155976,Pudhu Nellu Puddhu Nathu,1991.0,,6.1,18.0,,tamil
tt4987556,Thani Oruvan,2015.0,160.0,8.4,17172.0,"Action, Crime, Thriller            ",tamil
tt0322135,Ee Nadu Ennalevare,2001.0,,2.0,7.0,,malayalam
tt7680796,Ankganit Anandache,2010.0,114.0,5.6,12.0,Family            ,marathi
tt6154834,Lashtam Pashtam,2018.0,108.0,5.9,75.0,Drama            ,hindi
tt0282649,Kadamattachan,1984.0,,5.7,9.0,,malayalam
tt0374079,Nafrat,1973.0,,5.5,13.0,Romance            ,hindi
tt1659205,Harud,2010.0,96.0,6.4,218.0,Drama            ,urdu
tt1350624,Love in Singapore,2009.0,,2.2,304.0,Comedy            ,malayalam
tt9154602,Iddari Lokam Okate,2019.0,126.0,5.4,138.0,"Drama, Romance            ",telugu
tt6921302,Punyalan Private Limited,2017.0,129.0,6.2,654.0,Comedy            ,malayalam
tt0268449,Mehbooba,1976.0,134.0,6.5,139.0,"Drama, Romance            ",hindi
tt0092557,Anantaram,1987.0,125.0,7.6,181.0,Drama            ,malayalam
tt6855200,Perfect Plan,2017.0,127.0,6.2,6.0,"Drama, Mystery, Thriller            ",hindi
tt2372222,Kick,2014.0,146.0,5.3,24296.0,"Action, Comedy, Crime            ",hindi
tt1611834,Do Dilon Ke Khel Mein,2010.0,,5.5,35.0,"Comedy, Drama, Romance            ",punjabi
tt11937904,Mane Devru,1993.0,134.0,7.5,12.0,"Drama, Romance            ",kannada
tt0273775,Mandhri Kochamma,1998.0,,2.8,11.0,,malayalam
tt0779746,Murali Krishnudu,1988.0,130.0,8.1,80.0,"Comedy, Romance            ",telugu
tt0111537,Udhaar Ki Zindagi,1994.0,,5.8,127.0,Drama            ,hindi
tt1394316,Chaowa Pawa,2009.0,162.0,4.7,9.0,"Drama, Romance            ",bengali
tt0313844,16 December,2002.0,158.0,6.9,1223.0,"Action, Thriller            ",hindi
tt0374146,Pyar Ka Bandhan,1963.0,,4.6,8.0,"Drama, Family, Romance            ",hindi
tt1582518,Kalamati,1958.0,,7.2,8.0,Drama            ,bengali
tt1427687,Mahakaal,2008.0,155.0,4.1,17.0,Action            ,bengali
tt7604872,Aisi Hai Tanhai,,,8.3,148.0,Drama            ,urdu
tt0213554,Chhuti,1967.0,119.0,7.1,10.0,Drama            ,bengali
tt4384342,Thottal Thodarum,2015.0,126.0,4.5,22.0,"Romance, Thriller            ",tamil
tt3107520,Gaana Bajaana,2010.0,,6.7,10.0,"Comedy, Romance            ",kannada
tt1334437,Blue Oranges,2009.0,114.0,6.5,199.0,Mystery            ,hindi
tt0353875,Peterscott,1995.0,100.0,5.5,12.0,Thriller            ,malayalam
tt11569584,Kem Chho?,2020.0,142.0,7.5,85.0,Drama            ,gujarati
tt6998622,Veruli,2017.0,,4.8,5.0,"Action, Thriller            ",tamil
tt0269330,Hitlar,1986.0,,5.9,26.0,"Action, Thriller            ",punjabi
tt7715988,Cake,,125.0,7.7,1055.0,"Drama, Mystery, Romance            ",urdu
tt1836987,Trishna,2011.0,117.0,6.0,3008.0,Drama            ,punjabi
tt1851909,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,2011.0,108.0,7.4,794.0,"Animation, Action, Adventure            ",hindi
tt0234234,Meru Malan,1985.0,143.0,6.8,8.0,Romance            ,gujarati
tt0230450,Layaru Magalu,1963.0,,4.8,6.0,,kannada
tt5760590,Karva,2016.0,108.0,7.3,552.0,"Horror, Thriller            ",kannada
tt6756238,Anthapuram,1999.0,137.0,7.5,36.0,"Action, Drama            ",tamil
tt2924472,Mumbai Police,2013.0,145.0,8.0,5994.0,"Crime, Mystery, Thriller            ",malayalam
tt1244510,Bhale Dongalu,1976.0,130.0,8.2,37.0,,telugu
tt5906418,Welcome M1LL10NS,2018.0,117.0,6.0,11.0,"Crime, Mystery, Thriller            ",punjabi
tt0319623,Kaamaagni,1987.0,134.0,4.6,7.0,"Drama, Music            ",hindi
tt0233555,Devara Gedda Manava,1967.0,,8.5,8.0,,kannada
tt11772702,Meendum Oru Mariyathai,2020.0,119.0,4.4,20.0,Drama            ,tamil
tt4087850,Darling,,126.0,6.0,858.0,"Comedy, Horror            ",tamil
tt11867430,Operation Antha,1995.0,,8.1,15.0,"Crime, Mystery            ",kannada
tt8143896,Turning Point,,142.0,6.2,20.0,"Action, Drama, Musical            ",hindi
tt4194328,143 Hyderabad,2013.0,,5.2,6.0,"Horror, Musical, Romance            ",telugu
tt0207445,Ek Raaz,1963.0,132.0,6.8,30.0,Comedy            ,hindi
tt7019802,Thiri,2017.0,130.0,5.3,54.0,"Drama, Romance            ",tamil
tt5124096,Thanga Magan,2015.0,122.0,6.0,1875.0,"Action, Drama, Romance            ",tamil
tt8823330,Bal Ganesh 3,2015.0,68.0,4.5,12.0,Animation            ,hindi
tt0274179,Udhaar,1949.0,,8.9,9.0,Drama            ,hindi
tt14116906,Murai Maman,1995.0,140.0,5.8,6.0,Comedy            ,tamil
tt0783730,Hello? Kaun Hai!,2006.0,120.0,4.2,11.0,Thriller            ,hindi
tt4967370, Madam Secretary,,44.0,7.7,278.0,Drama            ,urdu
tt0074858,Manthan,1976.0,134.0,7.7,518.0,Drama            ,hindi
tt5085140,Ontore Ontore,1994.0,135.0,7.2,145.0,"Family, Romance            ",bengali
tt1390838,I Love You,,150.0,5.6,308.0,Romance            ,bengali
tt6615708,Minnaminungu,2017.0,130.0,7.8,135.0,Drama            ,malayalam
tt0275207,Aye Auto,1990.0,137.0,7.1,459.0,"Comedy, Romance            ",malayalam
tt0108144,Sir,1993.0,151.0,6.3,331.0,"Crime, Drama, Romance            ",hindi
tt1218345,Dil Kabaddi,2008.0,120.0,5.7,649.0,"Comedy, Drama            ",hindi
tt0355903,Poonilamazha,1997.0,,4.9,10.0,"Comedy, Romance            ",malayalam
tt2653804,Greeku Veerudu,2013.0,155.0,4.6,372.0,Drama            ,telugu
tt7758160,Goodachari,2018.0,147.0,7.9,8334.0,"Action, Thriller            ",telugu
tt7804904,Snehamera Jeevitham,2017.0,122.0,8.3,93.0,Action            ,telugu
tt1477001,Kudiyiruntha Koyil,1968.0,,8.0,44.0,"Drama, Music            ",tamil
tt1756493,Dushman Dost,1981.0,,7.1,8.0,"Adventure, Crime, Mystery            ",hindi
tt0282394,Brahmachari Mogudu,1993.0,138.0,6.8,24.0,"Comedy, Drama            ",telugu
tt5014562,Ekhoni,1970.0,96.0,7.1,10.0,Drama            ,bengali
tt7246718,Subedar Joginder Singh,2018.0,139.0,7.0,350.0,"Action, Biography, Drama            ",telugu
tt0388995,Heera Moti,1959.0,,5.8,8.0,Drama            ,hindi
tt0240345,April 18,1984.0,153.0,6.8,50.0,Drama            ,malayalam
tt11461028,Talash,,136.0,7.6,9.0,"Action, Comedy, Drama            ",oriya
tt0449892,Dadagiri,1987.0,,5.4,49.0,"Action, Crime, Drama            ",hindi
tt3319128,Amguleechaalitham,2013.0,20.0,7.7,21.0,Short            ,malayalam
tt11234814,Hero Heroine,2019.0,125.0,8.6,7.0,Drama            ,telugu
tt4715406,Kuch Pyar Ka Pagalpan Bhi Tha,,,7.7,74.0,Drama            ,urdu
tt0158884,Rajnandini,1980.0,,5.4,5.0,Drama            ,bengali
tt0946999,Deadline: Sirf 24 Ghante,2006.0,102.0,6.3,577.0,"Crime, Thriller            ",hindi
tt0261993,Shri Krishna Leelalu,1935.0,199.0,6.0,6.0,"Musical, Family, Drama            ",telugu
tt0363741,Kilichundan Mampazham,2003.0,154.0,5.8,457.0,"Comedy, Romance            ",malayalam
tt10858032,Shopner Ghor,2018.0,158.0,6.4,17.0,"Drama, Horror            ",bengali
tt5307382,Monchora,2016.0,135.0,6.8,302.0,"Drama, Romance            ",bengali
tt5943060,Miss Lanka,1985.0,,7.5,23.0,"Action, Comedy, Drama            ",oriya
tt2953804,Ragged!!!,2011.0,20.0,6.4,8.0,"Short, Comedy            ",malayalam
tt0362813,Kumara Vijayam,1976.0,,6.1,8.0,,tamil
tt0362413,Antharangam,1975.0,108.0,5.7,25.0,Romance            ,telugu
tt6836602,Traataka,2018.0,,7.8,31.0,"Crime, Thriller            ",kannada
tt0483768,Patli Kamar Lambe Baal,2004.0,83.0,4.8,6.0,Drama            ,hindi
tt0366761,Meenaxi: Tale of 3 Cities,2004.0,,6.2,290.0,"Drama, Musical, Romance            ",urdu
tt0117111,Muqaddar,1996.0,,5.7,31.0,Crime            ,hindi
tt1492769,Cinema Paithiyam,1975.0,,6.3,30.0,"Comedy, Drama            ",tamil
tt8529296,Mandharam,2018.0,137.0,4.1,132.0,"Drama, Romance            ",malayalam
tt4967370, Madam Secretary,,44.0,7.7,278.0,Drama            ,nepali
tt7142506,Sir,,99.0,7.7,4798.0,"Drama, Romance            ",hindi
tt0095375,Inteqam,1988.0,,5.2,71.0,Drama            ,hindi
tt0972800,Detective,,,6.9,472.0,"Action, Crime, Mystery            ",malayalam
tt1102325,Sarkar Dada,2005.0,131.0,2.9,86.0,"Action, Comedy            ",malayalam
tt0245073,Datta,,,7.5,6.0,Drama            ,bengali
tt5471570,Amrutha Varshini,1997.0,147.0,8.3,182.0,"Drama, Romance            ",kannada
tt6231998,Yeh Hai Lollipop,2016.0,,6.0,35.0,Comedy            ,hindi
tt14097376,Climax,2021.0,80.0,6.6,1149.0,Thriller            ,telugu
tt6656784,Kattappava Kanom,2017.0,125.0,5.1,114.0,Comedy            ,tamil
tt0301215,Doosara Aadmi,1977.0,137.0,7.1,164.0,"Drama, Family, Romance            ",hindi
tt0266479,Donga Ramudu,1955.0,197.0,8.2,24.0,,telugu
tt13361920,Anaganaga O Athidhi,2020.0,92.0,6.6,222.0,"Drama, Thriller            ",telugu
